	BE_Earth	BE_ISS	Cul_Earth	Cul_SC	Human	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	Cul_Earth_prop	Cul_SC_prop	fxn	p.val	p.adj.BH
L-cystine transport system permease protein TcyB	1	8	1	2	33	11	100	100	100	100	100	100	L-cystine transport system permease protein TcyB	1	1
L-cystine transport system permease protein YecS	0	0	0	0	6	2	0	0	18.1818181818182	18.1818181818182	0	0	L-cystine transport system permease protein YecS	0.420062154425949	1
L-cystine uptake protein TcyP	1	8	1	2	33	11	100	100	100	100	100	100	L-cystine uptake protein TcyP	1	1
L-cystine-binding protein FliY	1	8	1	2	33	11	100	100	100	100	100	100	L-cystine-binding protein FliY	1	1
L-cystine-binding protein TcyA	1	8	1	2	33	11	100	100	100	100	100	100	L-cystine-binding protein TcyA	1	1
L-fuculose phosphate aldolase	1	8	1	2	33	11	100	100	100	100	100	100	L-fuculose phosphate aldolase	1	1
L-glutamyl-[BtrI acyl-carrier protein] decarboxylase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	L-glutamyl-[BtrI acyl-carrier protein] decarboxylase	0.509823321959338	1
L-gulono-1,4-lactone dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	L-gulono-1,4-lactone dehydrogenase	1	1
L-lactate dehydrogenase 1	1	8	1	2	33	11	100	100	100	100	100	100	L-lactate dehydrogenase 1	1	1
L-lactate permease	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	L-lactate permease	0.904601710178056	1
L-lysine 2,3-aminomutase	1	8	1	2	33	11	100	100	100	100	100	100	L-lysine 2,3-aminomutase	1	1
L-Lysine--8-amino-7-oxononanoate transaminase	1	8	1	2	33	11	100	100	100	100	100	100	L-Lysine--8-amino-7-oxononanoate transaminase	1	1
L-methionine gamma-lyase	1	8	1	2	33	11	100	100	100	100	100	100	L-methionine gamma-lyase	1	1
L-serine dehydratase, alpha chain	1	8	1	2	33	11	100	100	100	100	100	100	L-serine dehydratase, alpha chain	1	1
L-serine dehydratase, beta chain	1	8	1	2	33	11	100	100	100	100	100	100	L-serine dehydratase, beta chain	1	1
L-threonine dehydratase biosynthetic IlvA	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	L-threonine dehydratase biosynthetic IlvA	0.718582237075454	1
L-threonine kinase	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	L-threonine kinase	0.509823321959338	1
L( )-tartrate dehydratase subunit beta	1	8	1	2	33	11	100	100	100	100	100	100	L( )-tartrate dehydratase subunit beta	1	1
Laccase domain protein YfiH	1	8	1	2	33	11	100	100	100	100	100	100	Laccase domain protein YfiH	1	1
Lactate utilization protein A	1	8	1	2	33	11	100	100	100	100	100	100	Lactate utilization protein A	1	1
Lactate utilization protein B	1	8	1	2	33	11	100	100	100	100	100	100	Lactate utilization protein B	1	1
Lactate utilization protein C	1	8	1	2	33	11	100	100	100	100	100	100	Lactate utilization protein C	1	1
Lactococcin A secretion protein LcnD	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Lactococcin A secretion protein LcnD	0.367665135374662	1
Lactose permease	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Lactose permease	0.509823321959338	1
Lactose phosphotransferase system repressor	1	8	1	2	33	11	100	100	100	100	100	100	Lactose phosphotransferase system repressor	1	1
Lactoylglutathione lyase	1	8	1	2	33	11	100	100	100	100	100	100	Lactoylglutathione lyase	1	1
Lantibiotic gallidermin	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Lantibiotic gallidermin	0.509823321959338	1
Lantibiotic lichenicidin A1	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Lantibiotic lichenicidin A1	0.904601710178055	1
Lantibiotic lichenicidin VK21 A2	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Lantibiotic lichenicidin VK21 A2	0.823319770247701	1
Lantibiotic mersacidin	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Lantibiotic mersacidin	0.904601710178055	1
Large-conductance mechanosensitive channel	1	8	1	2	33	11	100	100	100	100	100	100	Large-conductance mechanosensitive channel	1	1
Larvicidal toxin 51 kDa protein	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Larvicidal toxin 51 kDa protein	0.904601710178056	1
Lethal factor	1	0	0	0	5	0	100	0	0	15.1515151515152	0	0	Lethal factor	0.245206142472284	1
Leucine dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Leucine dehydrogenase	1	1
Leucine efflux protein	0	0	0	0	6	1	0	0	9.09090909090909	18.1818181818182	0	0	Leucine efflux protein	0.415091147476383	1
Leucine--tRNA ligase	1	8	1	2	33	11	100	100	100	100	100	100	Leucine--tRNA ligase	1	1
Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	0.904601710178056	1
Leukotoxin export ATP-binding protein LtxB	0	0	0	0	1	2	0	0	18.1818181818182	3.03030303030303	0	0	Leukotoxin export ATP-binding protein LtxB	0.420796581644025	1
Levansucrase	0	1	0	0	12	2	0	12.5	18.1818181818182	36.3636363636364	0	0	Levansucrase	0.315739292000856	1
Levodione reductase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Levodione reductase	0.904601710178056	1
LexA repressor	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	LexA repressor	0.509823321959338	1
Lichenan permease IIC component	1	8	1	2	33	11	100	100	100	100	100	100	Lichenan permease IIC component	1	1
Lichenan-specific phosphotransferase enzyme IIA component	1	8	1	2	33	11	100	100	100	100	100	100	Lichenan-specific phosphotransferase enzyme IIA component	1	1
Lichenan-specific phosphotransferase enzyme IIB component	1	8	1	2	33	11	100	100	100	100	100	100	Lichenan-specific phosphotransferase enzyme IIB component	1	1
Limonene 1,2-monooxygenase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Limonene 1,2-monooxygenase	0.904601710178056	1
Limonene hydroxylase	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Limonene hydroxylase	0.904601710178057	1
Linear gramicidin synthase subunit A	0	0	0	0	2	1	0	0	9.09090909090909	6.06060606060606	0	0	Linear gramicidin synthase subunit A	0.82771578350722	1
Lipase	1	8	1	2	33	11	100	100	100	100	100	100	Lipase	1	1
Lipase 1	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Lipase 1	0.509823321959338	1
Lipase 3	1	8	1	2	33	11	100	100	100	100	100	100	Lipase 3	1	1
Lipid A export ATP-binding/permease protein MsbA	0	0	0	0	2	2	0	0	18.1818181818182	6.06060606060606	0	0	Lipid A export ATP-binding/permease protein MsbA	0.533156557268793	1
Lipid II flippase Amj	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Lipid II flippase Amj	0.718582237075454	1
Lipid II flippase MurJ	1	8	1	2	33	11	100	100	100	100	100	100	Lipid II flippase MurJ	1	1
Lipoate-protein ligase LplJ	1	8	1	2	33	11	100	100	100	100	100	100	Lipoate-protein ligase LplJ	1	1
Lipopolysaccharide biosynthesis protein WzxC	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Lipopolysaccharide biosynthesis protein WzxC	0.509823321959338	1
Lipopolysaccharide core biosynthesis protein RfaG	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Lipopolysaccharide core biosynthesis protein RfaG	0.509823321959338	1
Lipopolysaccharide export system ATP-binding protein LptB	1	8	1	2	33	11	100	100	100	100	100	100	Lipopolysaccharide export system ATP-binding protein LptB	1	1
Lipoprotein E	1	8	1	2	33	11	100	100	100	100	100	100	Lipoprotein E	1	1
Lipoprotein signal peptidase	1	8	1	2	33	11	100	100	100	100	100	100	Lipoprotein signal peptidase	1	1
Lipoprotein-releasing system ATP-binding protein LolD	0	0	0	0	8	1	0	0	9.09090909090909	24.2424242424242	0	0	Lipoprotein-releasing system ATP-binding protein LolD	0.217402103602016	1
Lipoprotein-releasing system transmembrane protein LolE	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Lipoprotein-releasing system transmembrane protein LolE	0.904601710178056	1
Lipoteichoic acid synthase 1	1	8	1	2	33	11	100	100	100	100	100	100	Lipoteichoic acid synthase 1	1	1
Lipoteichoic acid synthase 2	1	8	1	2	33	11	100	100	100	100	100	100	Lipoteichoic acid synthase 2	1	1
Lipoyl synthase	1	8	1	2	33	11	100	100	100	100	100	100	Lipoyl synthase	1	1
LL-diaminopimelate aminotransferase	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	LL-diaminopimelate aminotransferase	0.718582237075454	1
LOG family protein YvdD	1	8	1	2	33	11	100	100	100	100	100	100	LOG family protein YvdD	1	1
Lon protease 1	1	8	1	2	33	11	100	100	100	100	100	100	Lon protease 1	1	1
Lon protease 2	1	8	1	2	33	11	100	100	100	100	100	100	Lon protease 2	1	1
Long-chain-alcohol dehydrogenase 2	1	8	1	2	33	11	100	100	100	100	100	100	Long-chain-alcohol dehydrogenase 2	1	1
Long-chain-fatty-acid--CoA ligase	1	8	1	2	33	11	100	100	100	100	100	100	Long-chain-fatty-acid--CoA ligase	1	1
Long-chain-fatty-acid--CoA ligase FadD13	1	8	1	2	33	11	100	100	100	100	100	100	Long-chain-fatty-acid--CoA ligase FadD13	1	1
Low molecular weight protein-tyrosine-phosphatase YfkJ	1	8	1	2	33	11	100	100	100	100	100	100	Low molecular weight protein-tyrosine-phosphatase YfkJ	1	1
Low-affinity inorganic phosphate transporter 1	1	8	1	2	33	11	100	100	100	100	100	100	Low-affinity inorganic phosphate transporter 1	1	1
Lysine 6-dehydrogenase	1	8	1	2	33	11	100	100	100	100	100	100	Lysine 6-dehydrogenase	1	1
Lysine--tRNA ligase	1	8	1	2	33	11	100	100	100	100	100	100	Lysine--tRNA ligase	1	1
Lysine-specific permease	1	8	1	2	33	11	100	100	100	100	100	100	Lysine-specific permease	1	1
Magnesium and cobalt efflux protein CorC	1	8	1	2	33	11	100	100	100	100	100	100	Magnesium and cobalt efflux protein CorC	1	1
Magnesium transport protein CorA	1	8	1	2	32	10	100	100	90.9090909090909	96.969696969697	100	100	Magnesium transport protein CorA	0.823319770247703	1
Magnesium-transporting ATPase, P-type 1	1	8	1	2	33	11	100	100	100	100	100	100	Magnesium-transporting ATPase, P-type 1	1	1
Main hemagglutinin component	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Main hemagglutinin component	0.823319770247701	1
Major cardiolipin synthase ClsA	1	8	1	2	33	11	100	100	100	100	100	100	Major cardiolipin synthase ClsA	1	1
Major cold shock protein CspA	1	8	1	2	33	11	100	100	100	100	100	100	Major cold shock protein CspA	1	1
Major intracellular serine protease	0	1	0	0	0	0	0	12.5	0	0	0	0	Major intracellular serine protease	0.410346977928174	1
Malate dehydrogenase	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Malate dehydrogenase	0.509823321959338	1
Malate synthase A	1	8	1	2	33	11	100	100	100	100	100	100	Malate synthase A	1	1
Malate-2H( )/Na( )-lactate antiporter	1	8	1	2	33	11	100	100	100	100	100	100	Malate-2H( )/Na( )-lactate antiporter	1	1
Malonyl CoA-acyl carrier protein transacylase	1	8	1	2	33	11	100	100	100	100	100	100	Malonyl CoA-acyl carrier protein transacylase	1	1
Malonyl-[acyl-carrier protein] O-methyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Malonyl-[acyl-carrier protein] O-methyltransferase	1	1
Maltose 6'-phosphate phosphatase	1	8	1	2	33	11	100	100	100	100	100	100	Maltose 6'-phosphate phosphatase	1	1
Maltose O-acetyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Maltose O-acetyltransferase	1	1
Maltose transport system permease protein MalF	1	8	1	2	33	11	100	100	100	100	100	100	Maltose transport system permease protein MalF	1	1
Maltose transport system permease protein MalG	1	8	1	2	33	11	100	100	100	100	100	100	Maltose transport system permease protein MalG	1	1
Manganese catalase	1	8	1	2	33	11	100	100	100	100	100	100	Manganese catalase	1	1
Manganese-dependent inorganic pyrophosphatase	1	8	1	2	31	11	100	100	100	93.9393939393939	100	100	Manganese-dependent inorganic pyrophosphatase	0.718582237075456	1
Mannose-1-phosphate guanylyltransferase RfbM	0	0	0	0	5	1	0	0	9.09090909090909	15.1515151515152	0	0	Mannose-1-phosphate guanylyltransferase RfbM	0.535740610988538	1
Mannose-6-phosphate isomerase ManA	0	0	0	0	4	0	0	0	0	12.1212121212121	0	0	Mannose-6-phosphate isomerase ManA	0.367665135374662	1
Mannosylfructose-phosphate synthase	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Mannosylfructose-phosphate synthase	0.904601710178056	1
Membrane lipoprotein TmpC	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Membrane lipoprotein TmpC	0.509823321959338	1
Membrane protein insertase MisCA	1	8	1	2	33	11	100	100	100	100	100	100	Membrane protein insertase MisCA	1	1
Membrane protein insertase YidC 2	1	8	1	2	33	11	100	100	100	100	100	100	Membrane protein insertase YidC 2	1	1
Membrane protein YknW	1	8	1	2	33	11	100	100	100	100	100	100	Membrane protein YknW	1	1
Membrane-associated protein TcaA	1	8	1	2	31	8	100	100	72.7272727272727	93.9393939393939	100	100	Membrane-associated protein TcaA	0.237165149190098	1
Menaquinol-cytochrome c reductase cytochrome b subunit	1	8	1	2	33	11	100	100	100	100	100	100	Menaquinol-cytochrome c reductase cytochrome b subunit	1	1
Mercuric reductase	0	0	0	0	3	0	0	0	0	9.09090909090909	0	0	Mercuric reductase	0.5282244944746	1
Mercuric resistance operon regulatory protein	1	0	0	0	5	2	100	0	18.1818181818182	15.1515151515152	0	0	Mercuric resistance operon regulatory protein	0.489237753620554	1
Mersacidin decarboxylase	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Mersacidin decarboxylase	0.823319770247702	1
Metal-binding protein ZinT	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	Metal-binding protein ZinT	0.245206142472284	1
Metallo-beta-lactamase type 2	1	8	1	2	33	11	100	100	100	100	100	100	Metallo-beta-lactamase type 2	1	1
Metallothiol transferase FosB	1	8	1	2	33	11	100	100	100	100	100	100	Metallothiol transferase FosB	1	1
Methanol dehydrogenase activator	1	8	1	2	33	11	100	100	100	100	100	100	Methanol dehydrogenase activator	1	1
Methicillin resistance regulatory protein MecI	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Methicillin resistance regulatory protein MecI	0.904601710178057	1
Methionine aminopeptidase 1	1	8	1	2	33	11	100	100	100	100	100	100	Methionine aminopeptidase 1	1	1
Methionine aminopeptidase 2	1	8	1	2	33	10	100	100	90.9090909090909	100	100	100	Methionine aminopeptidase 2	0.509823321959338	1
Methionine import ATP-binding protein MetN	1	8	1	2	33	11	100	100	100	100	100	100	Methionine import ATP-binding protein MetN	1	1
Methionine import system permease protein MetP	1	8	1	2	33	11	100	100	100	100	100	100	Methionine import system permease protein MetP	1	1
Methionine synthase	1	8	1	2	33	11	100	100	100	100	100	100	Methionine synthase	1	1
Methionine--tRNA ligase	1	8	1	2	33	11	100	100	100	100	100	100	Methionine--tRNA ligase	1	1
Methionine-binding lipoprotein MetQ	1	8	1	2	33	11	100	100	100	100	100	100	Methionine-binding lipoprotein MetQ	1	1
Methionyl-tRNA formyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Methionyl-tRNA formyltransferase	1	1
Methyl-accepting chemotaxis protein 1	1	8	1	2	33	11	100	100	100	100	100	100	Methyl-accepting chemotaxis protein 1	1	1
Methyl-accepting chemotaxis protein 2	0	0	0	0	5	1	0	0	9.09090909090909	15.1515151515152	0	0	Methyl-accepting chemotaxis protein 2	0.535740610988538	1
Methyl-accepting chemotaxis protein 4	0	0	0	0	2	0	0	0	0	6.06060606060606	0	0	Methyl-accepting chemotaxis protein 4	0.718582237075454	1
Methyl-accepting chemotaxis protein McpA	1	8	1	2	33	11	100	100	100	100	100	100	Methyl-accepting chemotaxis protein McpA	1	1
Methyl-accepting chemotaxis protein McpB	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Methyl-accepting chemotaxis protein McpB	0.904601710178057	1
Methyl-accepting chemotaxis protein McpC	1	8	1	2	33	11	100	100	100	100	100	100	Methyl-accepting chemotaxis protein McpC	1	1
Methylamine utilization protein MauD	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Methylamine utilization protein MauD	0.509823321959338	1
Methylamine utilization protein MauE	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Methylamine utilization protein MauE	0.509823321959338	1
Methylated-DNA--protein-cysteine methyltransferase, constitutive	1	8	1	2	32	11	100	100	100	96.969696969697	100	100	Methylated-DNA--protein-cysteine methyltransferase, constitutive	0.904601710178056	1
Methylated-DNA--protein-cysteine methyltransferase, inducible	1	8	1	2	33	11	100	100	100	100	100	100	Methylated-DNA--protein-cysteine methyltransferase, inducible	1	1
Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	1	8	1	2	33	11	100	100	100	100	100	100	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	1	1
Methylglyoxal synthase	1	8	1	2	33	11	100	100	100	100	100	100	Methylglyoxal synthase	1	1
Methylmalonate semialdehyde dehydrogenase [acylating]	1	8	1	2	33	11	100	100	100	100	100	100	Methylmalonate semialdehyde dehydrogenase [acylating]	1	1
Methylmalonyl-CoA carboxyltransferase 12S subunit	1	8	1	2	33	11	100	100	100	100	100	100	Methylmalonyl-CoA carboxyltransferase 12S subunit	1	1
Methylthioribose kinase	1	8	1	2	33	11	100	100	100	100	100	100	Methylthioribose kinase	1	1
Methylthioribose-1-phosphate isomerase	1	8	1	2	33	11	100	100	100	100	100	100	Methylthioribose-1-phosphate isomerase	1	1
Methylthioribulose-1-phosphate dehydratase	1	8	1	2	33	11	100	100	100	100	100	100	Methylthioribulose-1-phosphate dehydratase	1	1
Methylxanthine N1-demethylase NdmA	0	0	0	0	8	1	0	0	9.09090909090909	24.2424242424242	0	0	Methylxanthine N1-demethylase NdmA	0.217402103602016	1
Microbial collagenase	1	8	1	2	33	11	100	100	100	100	100	100	Microbial collagenase	1	1
Microcin C7 self-immunity protein MccF	1	8	1	2	33	11	100	100	100	100	100	100	Microcin C7 self-immunity protein MccF	1	1
Mini-ribonuclease 3	1	8	1	2	33	11	100	100	100	100	100	100	Mini-ribonuclease 3	1	1
Minor cardiolipin synthase ClsB	1	8	1	2	33	11	100	100	100	100	100	100	Minor cardiolipin synthase ClsB	1	1
Minor extracellular protease vpr	1	8	1	2	33	11	100	100	100	100	100	100	Minor extracellular protease vpr	1	1
Mobilization protein A	0	0	0	0	2	0	0	0	0	6.06060606060606	0	0	Mobilization protein A	0.718582237075454	1
Mobilization protein MbeC	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Mobilization protein MbeC	0.509823321959338	1
Modification methylase AplI	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Modification methylase AplI	0.904601710178056	1
Modification methylase BspRI	1	0	0	0	2	0	100	0	0	6.06060606060606	0	0	Modification methylase BspRI	0.718582237075454	1
Modification methylase DpnIIB	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Modification methylase DpnIIB	0.904601710178056	1
Modification methylase FokI	0	0	0	0	1	0	0	0	0	3.03030303030303	0	0	Modification methylase FokI	0.904601710178055	1
Modification methylase HaeIII	1	0	0	0	3	0	100	0	0	9.09090909090909	0	0	Modification methylase HaeIII	0.528224494474599	1
Modification methylase HpaII	0	0	0	0	5	0	0	0	0	15.1515151515152	0	0	Modification methylase HpaII	0.245206142472283	1
Modification methylase MboII	0	0	0	0	1	1	0	0	9.09090909090909	3.03030303030303	0	0	Modification methylase MboII	0.8233197702477	1
Modification methylase RsrI	0	0	0	0	0	1	0	0	9.09090909090909	0	0	0	Modification methylase RsrI	0.509823321959338	1
Modulator of drug activity B	0	8	1	2	32	10	0	100	90.9090909090909	96.969696969697	100	100	Modulator of drug activity B	0.823319770247701	1
Modulator of FtsH protease HflK	1	8	1	2	33	11	100	100	100	100	100	100	Modulator of FtsH protease HflK	1	1
Molybdate-binding periplasmic protein	1	8	1	2	33	11	100	100	100	100	100	100	Molybdate-binding periplasmic protein	1	1
Molybdenum cofactor biosynthesis protein B	1	8	1	2	33	11	100	100	100	100	100	100	Molybdenum cofactor biosynthesis protein B	1	1
Molybdenum transport system permease protein ModB	1	8	1	2	33	11	100	100	100	100	100	100	Molybdenum transport system permease protein ModB	1	1
Molybdopterin molybdenumtransferase	1	8	1	2	33	11	100	100	100	100	100	100	Molybdopterin molybdenumtransferase	1	1
Molybdopterin synthase catalytic subunit	1	8	1	2	33	11	100	100	100	100	100	100	Molybdopterin synthase catalytic subunit	1	1
Molybdopterin synthase sulfur carrier subunit	1	8	1	2	33	11	100	100	100	100	100	100	Molybdopterin synthase sulfur carrier subunit	1	1
Molybdopterin-guanine dinucleotide biosynthesis adapter protein	1	8	1	2	33	11	100	100	100	100	100	100	Molybdopterin-guanine dinucleotide biosynthesis adapter protein	1	1
Molybdopterin-synthase adenylyltransferase	1	8	1	2	33	11	100	100	100	100	100	100	Molybdopterin-synthase adenylyltransferase	1	1
Monoacylglycerol lipase	1	8	1	2	30	11	100	100	100	90.9090909090909	100	100	Monoacylglycerol lipase	0.5282244944746	1
